Type,Operation,String_expresion,CIR_regularizado,Explicit,String
DATE,DATE,May,<pad>05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date May <pad>05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in November 1974,1974 11<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in November 1974 1974 11<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,October,<pad>10<pad><pad><pad><pad><pad><pad><pad>,explicit,<date October <pad>10<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,The 15th day,<pad><pad><pad>15<pad><pad><pad><pad><pad>,explicit,<date The 15th day <pad><pad><pad>15<pad><pad><pad><pad><pad>>
DATE,DATE,"December 4, 2044",2044 12<pad>04<pad><pad><pad><pad><pad>,explicit,"<date December 4, 2044 2044 12<pad>04<pad><pad><pad><pad><pad>>"
DATE,DATE,May 11,<pad>05<pad>11<pad><pad><pad><pad><pad>,explicit,<date May 11 <pad>05<pad>11<pad><pad><pad><pad><pad>>
DATE,DATE,2021/4/17,2021 04<pad>17<pad><pad><pad><pad><pad>,explicit,<date 2021/4/17 2021 04<pad>17<pad><pad><pad><pad><pad>>
DATE,DATE,in March 2054,2054 03<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in March 2054 2054 03<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the twenty-eighth week of 2045,2045<pad>28<pad><pad><pad><pad><pad><pad>,explicit,<date the twenty-eighth week of 2045 2045<pad>28<pad><pad><pad><pad><pad><pad>>
DATE,DATE,in February 1952,1952 02<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in February 1952 1952 02<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in December 2027,2027 12<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in December 2027 2027 12<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in July 2050,2050 07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in July 2050 2050 07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the thirty-fifth week of 2079,2079<pad>35<pad><pad><pad><pad><pad><pad>,explicit,<date the thirty-fifth week of 2079 2079<pad>35<pad><pad><pad><pad><pad><pad>>
DATE,DATE,"July 3, 2088",2088 07<pad>03<pad><pad><pad><pad><pad>,explicit,"<date July 3, 2088 2088 07<pad>03<pad><pad><pad><pad><pad>>"
DATE,DATE,"December eighteenth, one thousand nine hundred and forty-five",1945 12<pad>18<pad><pad><pad><pad><pad>,explicit,"<date December eighteenth, one thousand nine hundred and forty-five 1945 12<pad>18<pad><pad><pad><pad><pad>>"
DATE,DATE,in May 1927,1927 05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in May 1927 1927 05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,6/13/2059,2059 06<pad>13<pad><pad><pad><pad><pad>,explicit,<date 6/13/2059 2059 06<pad>13<pad><pad><pad><pad><pad>>
DATE,DATE,beginnings of November,<pad>11<pad><pad><pad><pad><pad><pad><pad>,explicit,<date beginnings of November <pad>11<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the three of the 7,<pad>07<pad>03<pad><pad><pad><pad><pad>,explicit,<date the three of the 7 <pad>07<pad>03<pad><pad><pad><pad><pad>>
DATE,DATE,on May 27,<pad>05<pad>27<pad><pad><pad><pad><pad>,explicit,<date on May 27 <pad>05<pad>27<pad><pad><pad><pad><pad>>
DATE,DATE,2040/7/3,2040 07<pad>03<pad><pad><pad><pad><pad>,explicit,<date 2040/7/3 2040 07<pad>03<pad><pad><pad><pad><pad>>
DATE,DATE,December,<pad>12<pad><pad><pad><pad><pad><pad><pad>,explicit,<date December <pad>12<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the tenth week of 2024,2024<pad>10<pad><pad><pad><pad><pad><pad>,explicit,<date the tenth week of 2024 2024<pad>10<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the 20th of the 3rd,<pad>03<pad>20<pad><pad><pad><pad><pad>,explicit,<date the 20th of the 3rd <pad>03<pad>20<pad><pad><pad><pad><pad>>
DATE,DATE,the twenty-fourth week of 1908,1908<pad>24<pad><pad><pad><pad><pad><pad>,explicit,<date the twenty-fourth week of 1908 1908<pad>24<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the forty-fourth week of 2037,2037<pad>44<pad><pad><pad><pad><pad><pad>,explicit,<date the forty-fourth week of 2037 2037<pad>44<pad><pad><pad><pad><pad><pad>>
DATE,DATE,July,<pad>07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date July <pad>07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the five of the 5,<pad>05<pad>05<pad><pad><pad><pad><pad>,explicit,<date the five of the 5 <pad>05<pad>05<pad><pad><pad><pad><pad>>
DATE,DATE,August twenty-third,<pad>08<pad>23<pad><pad><pad><pad><pad>,explicit,<date August twenty-third <pad>08<pad>23<pad><pad><pad><pad><pad>>
DATE,DATE,Begginings of may,<pad>05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date Begginings of may <pad>05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in April 1914,1914 04<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in April 1914 1914 04<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,2084/10/1,2084 10<pad>01<pad><pad><pad><pad><pad>,explicit,<date 2084/10/1 2084 10<pad>01<pad><pad><pad><pad><pad>>
DATE,DATE,the fifth of december,<pad>12<pad>05<pad><pad><pad><pad><pad>,explicit,<date the fifth of december <pad>12<pad>05<pad><pad><pad><pad><pad>>
DATE,DATE,March 23rd,<pad>03<pad>23<pad><pad><pad><pad><pad>,explicit,<date March 23rd <pad>03<pad>23<pad><pad><pad><pad><pad>>
DATE,DATE,The 15th day,<pad><pad><pad>15<pad><pad><pad><pad><pad>,explicit,<date The 15th day <pad><pad><pad>15<pad><pad><pad><pad><pad>>
DATE,DATE,the seventh week of 1986,1986<pad>07<pad><pad><pad><pad><pad><pad>,explicit,<date the seventh week of 1986 1986<pad>07<pad><pad><pad><pad><pad><pad>>
DATE,DATE,1918/6/14,1918 06<pad>14<pad><pad><pad><pad><pad>,explicit,<date 1918/6/14 1918 06<pad>14<pad><pad><pad><pad><pad>>
DATE,DATE,the thirteenth week of 2000,2000<pad>13<pad><pad><pad><pad><pad><pad>,explicit,<date the thirteenth week of 2000 2000<pad>13<pad><pad><pad><pad><pad><pad>>
DATE,DATE,early 1903,1903<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date early 1903 1903<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the twenty-eighth week of 2042,2042<pad>28<pad><pad><pad><pad><pad><pad>,explicit,<date the twenty-eighth week of 2042 2042<pad>28<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the forty-second week of 1916,1916<pad>42<pad><pad><pad><pad><pad><pad>,explicit,<date the forty-second week of 1916 1916<pad>42<pad><pad><pad><pad><pad><pad>>
DATE,DATE,1942/10/6,1942 10<pad>06<pad><pad><pad><pad><pad>,explicit,<date 1942/10/6 1942 10<pad>06<pad><pad><pad><pad><pad>>
DATE,DATE,February,<pad>02<pad><pad><pad><pad><pad><pad><pad>,explicit,<date February <pad>02<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the seventh week of 2070,2070<pad>07<pad><pad><pad><pad><pad><pad>,explicit,<date the seventh week of 2070 2070<pad>07<pad><pad><pad><pad><pad><pad>>
DATE,DATE,"January 7, 2022",2022 01<pad>07<pad><pad><pad><pad><pad>,explicit,"<date January 7, 2022 2022 01<pad>07<pad><pad><pad><pad><pad>>"
DATE,DATE,the eighth week of 2004,2004<pad>08<pad><pad><pad><pad><pad><pad>,explicit,<date the eighth week of 2004 2004<pad>08<pad><pad><pad><pad><pad><pad>>
DATE,DATE,2072/5/18,2072 05<pad>18<pad><pad><pad><pad><pad>,explicit,<date 2072/5/18 2072 05<pad>18<pad><pad><pad><pad><pad>>
DATE,DATE,the forty-second week of 2095,2095<pad>42<pad><pad><pad><pad><pad><pad>,explicit,<date the forty-second week of 2095 2095<pad>42<pad><pad><pad><pad><pad><pad>>
DATE,DATE,May,<pad>05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date May <pad>05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in April 1997,1997 04<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in April 1997 1997 04<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,"July 10, 1918",1918 07<pad>10<pad><pad><pad><pad><pad>,explicit,"<date July 10, 1918 1918 07<pad>10<pad><pad><pad><pad><pad>>"
DATE,DATE,on May 25,<pad>05<pad>25<pad><pad><pad><pad><pad>,explicit,<date on May 25 <pad>05<pad>25<pad><pad><pad><pad><pad>>
DATE,DATE,October,<pad>10<pad><pad><pad><pad><pad><pad><pad>,explicit,<date October <pad>10<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the 29th of the 3rd,<pad>03<pad>29<pad><pad><pad><pad><pad>,explicit,<date the 29th of the 3rd <pad>03<pad>29<pad><pad><pad><pad><pad>>
DATE,DATE,1999/4/23,1999 04<pad>23<pad><pad><pad><pad><pad>,explicit,<date 1999/4/23 1999 04<pad>23<pad><pad><pad><pad><pad>>
DATE,DATE,1919/4/18,1919 04<pad>18<pad><pad><pad><pad><pad>,explicit,<date 1919/4/18 1919 04<pad>18<pad><pad><pad><pad><pad>>
DATE,DATE,April 21,<pad>04<pad>21<pad><pad><pad><pad><pad>,explicit,<date April 21 <pad>04<pad>21<pad><pad><pad><pad><pad>>
DATE,DATE,December 15,<pad>12<pad>15<pad><pad><pad><pad><pad>,explicit,<date December 15 <pad>12<pad>15<pad><pad><pad><pad><pad>>
DATE,DATE,early 2064,2064<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date early 2064 2064<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the first week of 2019,2019<pad>01<pad><pad><pad><pad><pad><pad>,explicit,<date the first week of 2019 2019<pad>01<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the seventh week of 1904,1904<pad>07<pad><pad><pad><pad><pad><pad>,explicit,<date the seventh week of 1904 1904<pad>07<pad><pad><pad><pad><pad><pad>>
DATE,DATE,April twenty-fourth,<pad>04<pad>24<pad><pad><pad><pad><pad>,explicit,<date April twenty-fourth <pad>04<pad>24<pad><pad><pad><pad><pad>>
DATE,DATE,in December 2073,2073 12<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in December 2073 2073 12<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the fortieth week of 2079,2079<pad>40<pad><pad><pad><pad><pad><pad>,explicit,<date the fortieth week of 2079 2079<pad>40<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the sixth week of 2099,2099<pad>06<pad><pad><pad><pad><pad><pad>,explicit,<date the sixth week of 2099 2099<pad>06<pad><pad><pad><pad><pad><pad>>
DATE,DATE,in April 1938,1938 04<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in April 1938 1938 04<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in October 1992,1992 10<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in October 1992 1992 10<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,August,<pad>08<pad><pad><pad><pad><pad><pad><pad>,explicit,<date August <pad>08<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,"October 1, two thousand eighty-three",2083 10<pad>01<pad><pad><pad><pad><pad>,explicit,"<date October 1, two thousand eighty-three 2083 10<pad>01<pad><pad><pad><pad><pad>>"
DATE,DATE,2010,2010<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date 2010 2010<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,"on May thirteenth, two thousand and sixty",2060 05<pad>13<pad><pad><pad><pad><pad>,explicit,"<date on May thirteenth, two thousand and sixty 2060 05<pad>13<pad><pad><pad><pad><pad>>"
DATE,DATE,the 23rd of the 2nd,<pad>02<pad>23<pad><pad><pad><pad><pad>,explicit,<date the 23rd of the 2nd <pad>02<pad>23<pad><pad><pad><pad><pad>>
DATE,DATE,early 2021,2021<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date early 2021 2021<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the forty-seventh week of 1917,1917<pad>47<pad><pad><pad><pad><pad><pad>,explicit,<date the forty-seventh week of 1917 1917<pad>47<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the fifteenth week of 1929,1929<pad>15<pad><pad><pad><pad><pad><pad>,explicit,<date the fifteenth week of 1929 1929<pad>15<pad><pad><pad><pad><pad><pad>>
DATE,DATE,December 13th,<pad>12<pad>13<pad><pad><pad><pad><pad>,explicit,<date December 13th <pad>12<pad>13<pad><pad><pad><pad><pad>>
DATE,DATE,the twenty-eighth week of 2030,2030<pad>28<pad><pad><pad><pad><pad><pad>,explicit,<date the twenty-eighth week of 2030 2030<pad>28<pad><pad><pad><pad><pad><pad>>
DATE,DATE,February,<pad>02<pad><pad><pad><pad><pad><pad><pad>,explicit,<date February <pad>02<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the thirty-seventh week of 1936,1936<pad>37<pad><pad><pad><pad><pad><pad>,explicit,<date the thirty-seventh week of 1936 1936<pad>37<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the twenty-second week of 1970,1970<pad>22<pad><pad><pad><pad><pad><pad>,explicit,<date the twenty-second week of 1970 1970<pad>22<pad><pad><pad><pad><pad><pad>>
DATE,DATE,in July 1990,1990 07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in July 1990 1990 07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,2010/7/11,2010 07<pad>11<pad><pad><pad><pad><pad>,explicit,<date 2010/7/11 2010 07<pad>11<pad><pad><pad><pad><pad>>
DATE,DATE,end of 2047,2047<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date end of 2047 2047<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the 18th of the 4th,<pad>04<pad>18<pad><pad><pad><pad><pad>,explicit,<date the 18th of the 4th <pad>04<pad>18<pad><pad><pad><pad><pad>>
DATE,DATE,in May 1916,1916 05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in May 1916 1916 05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,February,<pad>02<pad><pad><pad><pad><pad><pad><pad>,explicit,<date February <pad>02<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,end of 2012,2012<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date end of 2012 2012<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in March 2005,2005 03<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in March 2005 2005 03<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,June,<pad>06<pad><pad><pad><pad><pad><pad><pad>,explicit,<date June <pad>06<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,"March 17, 2082",2082 03<pad>17<pad><pad><pad><pad><pad>,explicit,"<date March 17, 2082 2082 03<pad>17<pad><pad><pad><pad><pad>>"
DATE,DATE,beginning of december,<pad>12<pad><pad><pad><pad><pad><pad><pad>,explicit,<date beginning of december <pad>12<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,On day 2,<pad><pad><pad>02<pad><pad><pad><pad><pad>,explicit,<date On day 2 <pad><pad><pad>02<pad><pad><pad><pad><pad>>
DATE,DATE,the second week of 1926,1926<pad>02<pad><pad><pad><pad><pad><pad>,explicit,<date the second week of 1926 1926<pad>02<pad><pad><pad><pad><pad><pad>>
DATE,DATE,beginning of October,<pad>10<pad><pad><pad><pad><pad><pad><pad>,explicit,<date beginning of October <pad>10<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,early 2085,2085<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date early 2085 2085<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the thirty-fifth week of 2063,2063<pad>35<pad><pad><pad><pad><pad><pad>,explicit,<date the thirty-fifth week of 2063 2063<pad>35<pad><pad><pad><pad><pad><pad>>
DATE,DATE,late 1992,1992<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date late 1992 1992<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the third week of 2039,2039<pad>03<pad><pad><pad><pad><pad><pad>,explicit,<date the third week of 2039 2039<pad>03<pad><pad><pad><pad><pad><pad>>
DATE,DATE,2069/2/24,2069 02<pad>24<pad><pad><pad><pad><pad>,explicit,<date 2069/2/24 2069 02<pad>24<pad><pad><pad><pad><pad>>
DATE,DATE,Begginings of may,<pad>05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date Begginings of may <pad>05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,end of august,<pad>08<pad><pad><pad><pad><pad><pad><pad>,explicit,<date end of august <pad>08<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,June,<pad>06<pad><pad><pad><pad><pad><pad><pad>,explicit,<date June <pad>06<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in July 1985,1985 07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in July 1985 1985 07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the 4th of the 11th,<pad>11<pad>04<pad><pad><pad><pad><pad>,explicit,<date the 4th of the 11th <pad>11<pad>04<pad><pad><pad><pad><pad>>
DATE,DATE,in February 2023,2023 02<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in February 2023 2023 02<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the 28th of the 2nd,<pad>02<pad>28<pad><pad><pad><pad><pad>,explicit,<date the 28th of the 2nd <pad>02<pad>28<pad><pad><pad><pad><pad>>
DATE,DATE,in September 2007,2007 09<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in September 2007 2007 09<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the fifty-second week of 2020,2020<pad>52<pad><pad><pad><pad><pad><pad>,explicit,<date the fifty-second week of 2020 2020<pad>52<pad><pad><pad><pad><pad><pad>>
DATE,DATE,On the eighth,<pad><pad><pad>08<pad><pad><pad><pad><pad>,explicit,<date On the eighth <pad><pad><pad>08<pad><pad><pad><pad><pad>>
DATE,DATE,1953/6/7,1953 06<pad>07<pad><pad><pad><pad><pad>,explicit,<date 1953/6/7 1953 06<pad>07<pad><pad><pad><pad><pad>>
DATE,DATE,in June 1973,1973 06<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in June 1973 1973 06<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in January 2042,2042 01<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in January 2042 2042 01<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in March 1971,1971 03<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in March 1971 1971 03<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the twentieth week of 1931,1931<pad>20<pad><pad><pad><pad><pad><pad>,explicit,<date the twentieth week of 1931 1931<pad>20<pad><pad><pad><pad><pad><pad>>
DATE,DATE,in June 1920,1920 06<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in June 1920 1920 06<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,July,<pad>07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date July <pad>07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,On the 21st,<pad><pad><pad>21<pad><pad><pad><pad><pad>,explicit,<date On the 21st <pad><pad><pad>21<pad><pad><pad><pad><pad>>
DATE,DATE,the 18 of August,<pad>08<pad>18<pad><pad><pad><pad><pad>,explicit,<date the 18 of August <pad>08<pad>18<pad><pad><pad><pad><pad>>
DATE,DATE,the fortieth week of 1958,1958<pad>40<pad><pad><pad><pad><pad><pad>,explicit,<date the fortieth week of 1958 1958<pad>40<pad><pad><pad><pad><pad><pad>>
DATE,DATE,beginning of July,<pad>07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date beginning of July <pad>07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in May 1934,1934 05<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in May 1934 1934 05<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,early june,<pad>06<pad><pad><pad><pad><pad><pad><pad>,explicit,<date early june <pad>06<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,2035,2035<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date 2035 2035<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,July,<pad>07<pad><pad><pad><pad><pad><pad><pad>,explicit,<date July <pad>07<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,the fourth week of 2067,2067<pad>04<pad><pad><pad><pad><pad><pad>,explicit,<date the fourth week of 2067 2067<pad>04<pad><pad><pad><pad><pad><pad>>
DATE,DATE,in December 2088,2088 12<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in December 2088 2088 12<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,in October 2072,2072 10<pad><pad><pad><pad><pad><pad><pad>,explicit,<date in October 2072 2072 10<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,10/26/1926,1926 10<pad>26<pad><pad><pad><pad><pad>,explicit,<date 10/26/1926 1926 10<pad>26<pad><pad><pad><pad><pad>>
DATE,DATE,2038/11/6,2038 11<pad>06<pad><pad><pad><pad><pad>,explicit,<date 2038/11/6 2038 11<pad>06<pad><pad><pad><pad><pad>>
DATE,DATE,On November 3,<pad>11<pad>03<pad><pad><pad><pad><pad>,explicit,<date On November 3 <pad>11<pad>03<pad><pad><pad><pad><pad>>
DATE,DATE,early 1958,1958<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date early 1958 1958<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,On the 13th,<pad><pad><pad>13<pad><pad><pad><pad><pad>,explicit,<date On the 13th <pad><pad><pad>13<pad><pad><pad><pad><pad>>
DATE,DATE,on May 7,<pad>05<pad>07<pad><pad><pad><pad><pad>,explicit,<date on May 7 <pad>05<pad>07<pad><pad><pad><pad><pad>>
DATE,DATE,the twenty-sixth week of 1940,1940<pad>26<pad><pad><pad><pad><pad><pad>,explicit,<date the twenty-sixth week of 1940 1940<pad>26<pad><pad><pad><pad><pad><pad>>
DATE,DATE,end of March,<pad>03<pad><pad><pad><pad><pad><pad><pad>,explicit,<date end of March <pad>03<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,beginning of October,<pad>10<pad><pad><pad><pad><pad><pad><pad>,explicit,<date beginning of October <pad>10<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,August,<pad>08<pad><pad><pad><pad><pad><pad><pad>,explicit,<date August <pad>08<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,early March,<pad>03<pad><pad><pad><pad><pad><pad><pad>,explicit,<date early March <pad>03<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,August,<pad>08<pad><pad><pad><pad><pad><pad><pad>,explicit,<date August <pad>08<pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,1937,1937<pad><pad><pad><pad><pad><pad><pad><pad>,explicit,<date 1937 1937<pad><pad><pad><pad><pad><pad><pad><pad>>
DATE,DATE,November 5,<pad>11<pad>05<pad><pad><pad><pad><pad>,explicit,<date November 5 <pad>11<pad>05<pad><pad><pad><pad><pad>>
DATE,DATE,the fifty-first week of 1971,1971<pad>51<pad><pad><pad><pad><pad><pad>,explicit,<date the fifty-first week of 1971 1971<pad>51<pad><pad><pad><pad><pad><pad>>
DATE,DATE,the fifty-first week of 1921,1921<pad>51<pad><pad><pad><pad><pad><pad>,explicit,<date the fifty-first week of 1921 1921<pad>51<pad><pad><pad><pad><pad><pad>>
DATE,DATE,on the 26th of 2,<pad>02<pad>26<pad><pad><pad><pad><pad>,explicit,<date on the 26th of 2 <pad>02<pad>26<pad><pad><pad><pad><pad>>
DATE,DATE,On the 19th,<pad><pad><pad>19<pad><pad><pad><pad><pad>,explicit,<date On the 19th <pad><pad><pad>19<pad><pad><pad><pad><pad>>
DATE,DATE,the forty-eighth week of 1926,1926<pad>48<pad><pad><pad><pad><pad><pad>,explicit,<date the forty-eighth week of 1926 1926<pad>48<pad><pad><pad><pad><pad><pad>>
DATE,DATE,On the twenty-sixth,<pad><pad><pad>26<pad><pad><pad><pad><pad>,explicit,<date On the twenty-sixth <pad><pad><pad>26<pad><pad><pad><pad><pad>>
DATE,DATE,end of august,<pad>08<pad><pad><pad><pad><pad><pad><pad>,explicit,<date end of august <pad>08<pad><pad><pad><pad><pad><pad><pad>>
